event, shooter, shooter_name, shooter_offensive_rating, dist, x, y, shot_angle, shooter_velocity, fg_percentage_zone, closest_defender, closest_defender_name, closest_defender_defensive_rating, closest_defender_dist, closest_defender_angle, closest_defender_velocity, num_close_defenders, shot_clock, score_margin, quarter, make
2, 2738, Andre Iguodala, 115.0, 48.86918493337596, 5.28373, -23.86914, 1.5721523964817816, 0.012191721602177451,71.07438016528926, 203999, Nikola Jokic, 106.69356796116504, 2.179366321410882, 2.7494088497587477, 0.007395284092751288,2, 24, 2, 1, 1
3, 201568, Danilo Gallinari, 120.0, 74.01490920479333, 54.45817, -40.64393, 1.0905939387072423, 0.01023113112331667,40.74074074074074, 2738, Andre Iguodala, 105.0, 9.800651653813633, 0.7022177425675955, 0.003591832827749704,1, 23, 0, 1, 0
5, 203110, Draymond Green, 115.0, 53.78298428597097, 29.96391, -22.82013, 1.0954432966267422, 0.0012233432507279844,39.53488372093023, 2749, Jameer Nelson, 112.0, 2.363992950412498, 1.5745170272985691, 0.002303629407555087,1, 13, 5, 1, 1
6, 201568, Danilo Gallinari, 120.0, 51.000426783983876, 87.04514, -25.97517, 1.5393235514281887, 0.002406838239786591,50.43103448275862, 203110, Draymond Green, 100.0, 0.7481223669962028, 2.8488854896045, 0.0024524725406208274,3, 7, -3, 1, 1
7, 203110, Draymond Green, 115.0, 50.35382009259278, 33.68014, -16.628239999999998, 0.9732429932443033, 0.008430666621256246,38.46153846153847, 202702, Kenneth Faried, 107.0, 1.9386639379995723, 2.977428454159696, 0.006723601075448694,1, 5, 6, 1, 1
8, 203914, Gary Harris, 110.0, 64.68542911669212, 61.18241, -33.56395, 1.1322394621606966, 0.00804528478781658,43.75, 202691, Klay Thompson, 106.69356796116504, 13.471969605907667, 0.416081644119581, 0.006086724463423276,0, 14, 0, 1, 0
10, 202691, Klay Thompson, 104.37388483373884, 48.806098067819356, 39.9155, -9.45666, 0.7838212798315396, 0.007396217466550127,39.8876404494382, 203914, Gary Harris, 111.0, 10.734213405937114, 1.127743916921709, 0.008221885477948396,0, 24, 0, 1, 0
13, 202702, Kenneth Faried, 116.0, 45.58112572856665, 80.63353, -19.87065, 1.3940042364145286, 0.006184613508538959,44.9438202247191, 101106, Andrew Bogut, 99.0, 5.30980355804243, 2.1379320155382127, 0.003422061677556397,3, 5, 0, 1, 0
15, 203110, Draymond Green, 115.0, 74.02397347896219, 18.53371, -47.8405, 1.3917405306680002, 0.008918294935832665,38.18181818181819, 203999, Nikola Jokic, 106.69356796116504, 4.058153971561448, 0.30178385096631194, 0.0036894991868816327,1, 24, 9, 1, 1
19, 201939, Stephen Curry, 125.0, 53.06521484134499, -0.1723, -27.77709, 1.6750513735060872, 0.0012833931587787467,65.91478696741855, 2749, Jameer Nelson, 112.0, 4.718030552953213, 1.3943744164309408, 0.0011649892703368063,2, 23, 11, 1, 1
20, 201568, Danilo Gallinari, 120.0, 51.23128019285581, 51.4757, -10.25217, 0.7588653374175404, 0.009256039454812907,37.17948717948718, 203110, Draymond Green, 100.0, 3.723527272264832, 2.5564631291162194, 0.010410810499323417,1, 23, -11, 1, 0
23, 203110, Draymond Green, 115.0, 67.72476370109017, 47.15721, -28.52562, 0.9113644775146925, 0.009377060786835048,39.53488372093023, 202702, Kenneth Faried, 107.0, 9.978877963348381, 1.8147849700459817, 0.0073731112327159246,1, 23, 14, 1, 1
26, 2749, Jameer Nelson, 99.0, 66.90258211879792, 67.14528, -38.35221, 1.243553567338899, 0.006467576796992655,35.714285714285715, 201939, Stephen Curry, 112.0, 9.784492436570229, 1.2272959953817741, 0.006679415066081801,1, 23, -14, 1, 0
28, 2738, Andre Iguodala, 115.0, 33.79931772948383, 16.45135, -6.924190000000003, 1.2361353885081452, 0.014735991307424886,48.14814814814815, 203115, Will Barton, 108.0, 3.773019666222268, 1.9969466791273376, 0.011114048522590689,1, 24, 17, 1, 1
29, 203115, Will Barton, 105.0, 61.83238863381877, 55.51144, -27.2023, 1.0051734661610787, 0.010875846154934286,34.48275862068966, 203110, Draymond Green, 100.0, 6.102883315523896, 2.8330829203892702, 0.013521636228110142,1, 23, -17, 1, 0
32, 201939, Stephen Curry, 125.0, 77.3025520330461, 33.30847, -47.06947, 1.2007314699869163, 0.010800363143034316,41.54929577464789, 2749, Jameer Nelson, 112.0, 19.787020498362054, 1.1832873325338547, 0.0092708998258638,0, 22, -17, 1, 0
42, 203110, Draymond Green, 115.0, 71.93942456356042, 12.07919, -46.62401, 1.4771197104972287, 0.0028306455204599877,38.18181818181819, 201568, Danilo Gallinari, 111.0, 2.3342621166013, 0.41469265704598063, 0.0017198968900780539,1, 8, -17, 1, 0
46, 203110, Draymond Green, 115.0, 43.23148314566712, 75.5795, -16.208289999999998, 1.263652324120018, 0.0010544265325283173,59.85915492957746, 201568, Danilo Gallinari, 111.0, 8.210539878138334, 0.9398784981657569, 0.002634829501125184,1, 17, 19, 1, 1
48, 202691, Klay Thompson, 104.37388483373884, 29.895402524135715, 21.95049, 0.1372, 0.9820898506814937, 0.007325759803081502,39.8876404494382, 201568, Danilo Gallinari, 111.0, 3.663067122303382, 1.532368977051436, 0.004246330851333742,1, 23, 19, 1, 0
50, 203115, Will Barton, 105.0, 54.57892707155482, 80.77561, -29.0079, 1.4260157756767158, 0.010434413767147396,58.35866261398176, 201939, Stephen Curry, 112.0, 7.238185704477336, 2.1774574259389636, 0.0068373324757988714,2, 24, -17, 1, 1
51, 202691, Klay Thompson, 104.37388483373884, 58.951594086508806, 3.23773, -33.913740000000004, 1.6066345812174752, 0.011439470365799313,65.10791366906474, 2749, Jameer Nelson, 112.0, 12.815712595704543, 0.017054319060557686, 0.0033549230989696017,0, 24, 19, 1, 1
55, 201939, Stephen Curry, 125.0, 23.37878848751791, 11.43279, 2.426400000000001, 1.3075834195831004, 0.008960070709821463,48.4375, 201568, Danilo Gallinari, 111.0, 3.3160053009004713, 3.028319468124019, 0.007383343153680423,1, 8, 19, 1, 0
57, 203994, Jusuf Nurkic, 104.37388483373884, 45.193885596077045, 88.45853, -20.19348, 1.5665596790655807, 0.0005232453184649509,30.303030303030305, 101106, Andrew Bogut, 99.0, 1.86158687535661, 2.704263252196459, 0.0025234408607126523,1, 14, -19, 1, 0
59, 203994, Jusuf Nurkic, 104.37388483373884, 51.41702515022237, 80.78319, -25.81165, 1.417192918777228, 0.0010174247515173378,48.55072463768116, 203110, Draymond Green, 100.0, 6.488261423532501, 1.8722638897113502, 0.005751542450725684,3, 23, 19, 1, 0
61, 203110, Draymond Green, 115.0, 53.733752952869395, 6.8928, -28.7116, 1.542080445840744, 0.0036986718308738903,59.85915492957746, 203914, Gary Harris, 111.0, 0.3315416031209364, 1.2391973767874265, 0.0027365061666292296,4, 7, 21, 1, 1
62, 203914, Gary Harris, 110.0, 40.357716445014574, 87.48819, -15.340989999999998, 1.5420045458212106, 0.008684212014483685,54.54545454545454, 101106, Andrew Bogut, 99.0, 1.6607032787346443, 2.3498010071391775, 0.005822061946810695,2, 23, -21, 1, 0
64, 202691, Klay Thompson, 104.37388483373884, 71.00813749801497, 23.60467, -43.62159, 1.3107983841191637, 0.011144900427209772,48.03493449781659, 200751, Randy Foye, 110.66666666666669, 14.76975770902488, 0.8399667161470331, 0.006126914031571511,0, 23, -21, 1, 0
66, 203994, Jusuf Nurkic, 104.37388483373884, 57.4502801630462, 88.81954, -32.45003, 1.5737474045895121, 0.0006104068827429245,48.55072463768116, 202691, Klay Thompson, 106.69356796116504, 5.737016847195065, 1.8970217178258233, 0.001768616161014253,3, 8, 21, 1, 0
68, 201568, Danilo Gallinari, 120.0, 52.4049272461636, 88.79009, -27.40474, 1.5734695518943682, 0.011600302182125969,50.43103448275862, 101106, Andrew Bogut, 99.0, 2.9056043065255808, 1.9146391270584098, 0.0057430054934070945,4, 7, -19, 1, 1
86, 2733, Shaun Livingston, 119.0, 43.95421196851218, 17.33652, -17.288249999999998, 1.2945931625580407, 0.016146856538116067,71.15384615384616, 201568, Danilo Gallinari, 111.0, 8.302725303495235, 2.5708681905906317, 0.00900513878293942,1, 22, 20, 1, 1
98, 203994, Jusuf Nurkic, 104.37388483373884, 47.50951330731141, 85.11476, -22.3778, 1.4963162834788735, 0.003386822871811158,30.303030303030305, 2733, Shaun Livingston, 106.0, 3.9251099475046556, 2.244713499444241, 0.009219008251934942,2, 23, -20, 1, 0
100, 201578, Marreese Speights, 102.0, 55.915514798912476, 29.98765, -25.19493, 1.1145040063690854, 0.008106637134163514,43.18181818181818, 203994, Jusuf Nurkic, 106.69356796116504, 15.647804686795522, 1.1043624738386035, 0.008375087361484668,0, 15, 22, 1, 1
101, 203115, Will Barton, 105.0, 61.42042853678001, 78.03104, -35.495509999999996, 1.3970335189229952, 0.013685771927605606,58.35866261398176, 202691, Klay Thompson, 106.69356796116504, 2.3665721851868273, 0.6426397270970067, 0.008339264863376075,2, 22, -20, 1, 1
102, 201578, Marreese Speights, 102.0, 28.65247351820432, 3.64417, -3.6016499999999994, 1.6303667269121522, 0.004691175652221992,30.0, 203994, Jusuf Nurkic, 106.69356796116504, 6.699246753277568, 2.316733812527528, 0.008007998064435256,1, 10, -20, 1, 0
104, 203994, Jusuf Nurkic, 104.37388483373884, 53.5734466689096, 78.74444, -27.64973, 1.38482945433481, 0.0016124118774371757,30.303030303030305, 201578, Marreese Speights, 103.0, 4.664227724479161, 0.9915623734921035, 0.00446604145888718,2, 15, 20, 1, 0
114, 201589, Darrell Arthur, 104.0, 47.675626541163574, 68.2023, -18.06805, 1.1275303249884892, 0.007060244263656949,52.94117647058824, 201578, Marreese Speights, 103.0, 4.95931971255131, 2.8622106752936394, 0.009637470654948709,1, 7, -20, 1, 0
116, 2749, Jameer Nelson, 99.0, 59.70426289927463, 48.67516, -19.34649, 0.8371969126252138, 0.015393715676024029,26.0, 201578, Marreese Speights, 103.0, 11.073175663783177, 2.6810554425580437, 0.011230719567271069,0, 22, 20, 1, 0
118, 2733, Shaun Livingston, 119.0, 68.62092808088505, 19.13686, -42.22168, 1.3685061412694353, 0.01705879355713645,45.45454545454545, 201589, Darrell Arthur, 108.0, 11.741813334097932, 0.0010427684343237143, 0.01052148510489368,0, 24, 23, 1, 1
119, 203115, Will Barton, 105.0, 38.86812349823439, 70.87042, -9.56324, 1.0956894892098152, 0.005989851684347062,31.521739130434785, 201578, Marreese Speights, 103.0, 9.765280807800657, 2.6247347462384596, 0.00950346938120993,1, 23, -23, 1, 0
121, 2034, Mike Miller, 100.0, 62.72965818045002, 57.00275, -29.16144, 1.0419910197889106, 0.0055726103230443295,20.0, 201578, Marreese Speights, 103.0, 21.572861447833013, 0.019802832368558513, 0.0037997247597688724,0, 23, 23, 1, 0
123, 203115, Will Barton, 105.0, 59.68834283185453, 62.59347, -28.70061, 1.11904368174377, 0.006499394219700771,41.17647058823529, 203546, Ian Clark, 106.0, 16.239908322561426, 1.0841805117223209, 0.0036091629786290684,0, 24, -23, 1, 0
125, 203115, Will Barton, 105.0, 64.23008753046037, 64.64959, -34.57755, 1.1878413336230087, 0.00509461549430818,28.35820895522388, 201578, Marreese Speights, 103.0, 12.6002795015071, 1.9282729381573378, 0.011576406840294408,0, 23, 23, 1, 0
127, 202691, Klay Thompson, 104.37388483373884, 70.51555203923317, 20.79267, -43.80383, 1.3500102820070587, 0.0011925127357809819,48.03493449781659, 203115, Will Barton, 108.0, 3.703378477687633, 0.13503216071609284, 0.003263345800325049,1, 11, 26, 1, 1
128, 2749, Jameer Nelson, 99.0, 46.27200521965738, 93.47724, -21.01952, 1.6753096108152374, 0.013947670616450494,57.407407407407405, 2733, Shaun Livingston, 106.0, 4.340181782206824, 2.606015775028683, 0.00861292624852301,2, 24, -24, 1, 1
129, 202691, Klay Thompson, 104.37388483373884, 71.48449565226086, 63.38866, -41.87225, 1.2096123317100789, 0.014226077085084544,0.0, 203115, Will Barton, 108.0, 9.62682746311058, 1.9547135484299432, 0.004844733260787326,1, 24, -24, 1, 0
134, 2034, Mike Miller, 100.0, 35.46732055885389, 70.29743, -5.34986, 1.0269278758730738, 0.007629996305700268,23.52941176470588, 2738, Andre Iguodala, 105.0, 12.989234230273155, 2.002299256038295, 0.0016878640348084624,0, 24, 24, 2, 0
136, 201589, Darrell Arthur, 104.0, 52.11906724736448, 74.29788, -25.10403, 1.2918199202928347, 0.0011816460774010406,66.66666666666666, 203546, Ian Clark, 106.0, 10.23872466714484, 1.627729922731694, 0.001389178616602172,0, 24, -22, 2, 1
141, 201578, Marreese Speights, 102.0, 52.416400345598895, 4.39501, -27.4077, 1.5890166325631967, 0.0030182801595661176,30.0, 200751, Randy Foye, 110.66666666666669, 3.463780748445258, 0.5463352775654011, 0.0038370282852490632,4, 24, -22, 2, 0
142, 201578, Marreese Speights, 102.0, 52.416400345598895, 4.39501, -27.4077, 1.5890166325631967, 0.0030182801595661176,49.24242424242424, 200751, Randy Foye, 110.66666666666669, 3.463780748445258, 0.5463352775654011, 0.0038370282852490632,4, 24, -22, 2, 0
145, 201574, Jason Thompson, 104.37388483373884, 37.508412133677425, 25.47803, -6.650329999999997, 1.004361516883997, 0.01305409435453157,0.0, 2034, Mike Miller, 109.0, 10.373630843827055, 1.2329346241233905, 0.009252494012380532,0, 22, -22, 2, 0
147, 201589, Darrell Arthur, 104.0, 58.08137510215215, 72.68688, -30.84465, 1.292372412397489, 0.015341566902257285,32.0, 2733, Shaun Livingston, 106.0, 7.187226484847957, 2.2331836866856523, 0.0058705102726487254,1, 24, -20, 2, 1
149, 203115, Will Barton, 105.0, 54.97511850299006, 87.04793, -29.95177, 1.5416504715895338, 0.007534877309054361,58.35866261398176, 201574, Jason Thompson, 106.69356796116504, 2.607963766044306, 0.205445665495177, 0.004012352255847049,3, 24, -18, 2, 1
150, 2738, Andre Iguodala, 115.0, 68.82543485650126, 40.86816, -33.952529999999996, 1.0285498195779788, 0.009942087107971972,33.33333333333333, 201589, Darrell Arthur, 108.0, 15.612180046351632, 0.631408313893613, 0.008067467338018818,0, 24, 20, 2, 1
151, 2749, Jameer Nelson, 99.0, 69.40447779736189, 55.80718, -36.141890000000004, 1.0778664976675745, 0.012557197246821881,35.714285714285715, 201578, Marreese Speights, 103.0, 4.386104738603488, 2.7846367977465647, 0.0036090808564693834,1, 24, -17, 2, 1
153, 201589, Darrell Arthur, 104.0, 45.65053941167618, 88.98503, -20.64931, 1.578135407820162, 0.004395973214204091,55.96330275229357, 2733, Shaun Livingston, 106.0, 1.0612636820790675, 2.205411750107469, 0.0045842315127510224,3, 4, 17, 2, 0
155, 201589, Darrell Arthur, 104.0, 50.760851924313684, 91.21311, -25.6961, 1.621311641586193, 0.007182877874675267,55.96330275229357, 201574, Jason Thompson, 106.69356796116504, 2.54236904952841, 1.3288344569041866, 0.00630691765543989,4, 2, -17, 2, 0
162, 200751, Randy Foye, 96.0, 51.06524500913023, 82.15328, -25.65029, 1.443226689238244, 0.005220982434826927,51.4018691588785, 201574, Jason Thompson, 106.69356796116504, 6.822408936438802, 2.032661898320276, 0.002950556768963652,2, 23, 17, 2, 0
164, 203546, Ian Clark, 102.0, 47.84719641826155, -1.34941, -22.37586, 1.7112746805214223, 0.004249117013894174,58.490566037735846, 2034, Mike Miller, 109.0, 8.441518390461518, 1.9509688405329015, 0.004055351939805861,2, 24, 21, 2, 1
165, 2749, Jameer Nelson, 99.0, 67.2012056303583, 64.56224, -37.73581, 1.2041974582022084, 0.0057892140295168065,30.0, 201574, Jason Thompson, 106.69356796116504, 2.421988750531266, 0.8273766453240456, 0.005884372700431206,1, 16, -18, 2, 1
174, 2749, Jameer Nelson, 99.0, 34.02900999687473, 72.85095, -5.139069999999997, 1.0879727839934594, 0.004873174589221907,26.0, 201574, Jason Thompson, 106.69356796116504, 2.4049254009636183, 2.404680582536403, 0.004009125180320721,1, 9, 18, 2, 0
176, 200751, Randy Foye, 96.0, 73.62877187161892, 71.20198, -46.53155, 1.3315475670943462, 0.004070100321244998,30.48780487804878, 2738, Andre Iguodala, 105.0, 3.3868610345421626, 0.13659016800918922, 0.0008299019520402841,1, 20, -18, 2, 0
182, 202691, Klay Thompson, 104.37388483373884, 51.3337587685336, 70.81174, -23.13472, 1.2158972944584518, 0.003930362994376165,44.44444444444444, 203115, Will Barton, 108.0, 9.056298476099387, 0.6788661827384092, 0.00547508335258154,1, 24, -18, 2, 0
184, 201589, Darrell Arthur, 104.0, 30.696500781466934, 77.41821, -3.56785, 1.1961987331718853, 0.009473447541022216,37.93103448275862, 201574, Jason Thompson, 106.69356796116504, 12.799427621741533, 2.216317429925399, 0.00437849865821628,0, 4, -17, 2, 1
185, 201574, Jason Thompson, 104.37388483373884, 47.273885781730485, 7.19804, -22.23775, 1.5316941673438929, 0.009777775339937548,62.22222222222222, 2749, Jameer Nelson, 112.0, 3.4037784569063816, 0.3705557922605931, 0.0008485836519358258,3, 24, 19, 2, 1
186, 203914, Gary Harris, 110.0, 58.37192105633068, 52.53536, -20.85863, 0.9037109056711261, 0.013569137216953107,47.368421052631575, 202691, Klay Thompson, 106.69356796116504, 11.245813920499488, 0.6181117504993294, 0.013388365856686993,0, 21, -17, 2, 1
190, 203115, Will Barton, 105.0, 44.337331219378775, 81.9628, -18.83013, 1.4193930578608625, 0.007527724311669509,41.935483870967744, 202691, Klay Thompson, 106.69356796116504, 6.0908800245366885, 1.6103382825151078, 0.001788156173268849,3, 24, 17, 2, 0
192, 203914, Gary Harris, 110.0, 73.77821438061103, 77.07367, -47.86435, 1.4132380900075134, 0.004374663172212694,40.625, 203110, Draymond Green, 100.0, 2.018662770251626, 1.3817169575836319, 0.0035110711700920296,1, 14, -17, 2, 0
195, 201568, Danilo Gallinari, 120.0, 28.446290087380465, 78.55123, -1.593350000000001, 1.207869586499775, 0.009114013180262512,33.33333333333333, 202691, Klay Thompson, 106.69356796116504, 9.958445419306168, 2.1069576661451563, 0.0020808431734514253,1, 12, -15, 2, 1
206, 202702, Kenneth Faried, 116.0, 51.01103364652789, 81.29946, -25.47866, 1.4261958774345445, 0.009099131565704596,61.53846153846154, 101106, Andrew Bogut, 99.0, 7.498637531138577, 1.0435907601979266, 0.005376322035090593,3, 24, -14, 2, 1
208, 201939, Stephen Curry, 125.0, 43.15797920123346, 34.39771, -6.9193, 0.8324640979518538, 0.009516467223899662,48.88059701492538, 203115, Will Barton, 108.0, 1.4874957078593511, 0.00985199463233784, 0.008500801837813996,1, 5, 17, 2, 1
210, 201939, Stephen Curry, 125.0, 36.25859154478288, 29.30985, -2.214170000000003, 0.8489058512182244, 0.006758735581652956,48.88059701492538, 2749, Jameer Nelson, 112.0, 11.737863187535458, 1.108416050330279, 0.00026026961721781254,0, 23, 17, 2, 0
213, 201568, Danilo Gallinari, 120.0, 63.34341093474917, 51.93577, -26.61834, 0.9525510424632586, 0.010007837653559464,34.61538461538461, 201939, Stephen Curry, 112.0, 11.442150214120597, 0.539486990553385, 0.007358669958796878,0, 24, -15, 2, 1
214, 2738, Andre Iguodala, 115.0, 52.830008870432714, -1.159, -27.4275, 1.6943166753855272, 0.003056968692147651,71.07438016528926, 202702, Kenneth Faried, 107.0, 2.879368442853398, 1.4886023560086834, 0.0017415266265770214,1, 24, 17, 2, 1
219, 201568, Danilo Gallinari, 120.0, 55.353752881156126, 87.376, -30.33909, 1.5477786913630232, 0.006539892798242068,50.43103448275862, 203110, Draymond Green, 100.0, 5.242545718789681, 0.2726068803874789, 0.007904118815529108,4, 8, -15, 2, 1
220, 201939, Stephen Curry, 125.0, 28.032148800791205, 17.62724, -0.2006099999999975, 1.1174569977642157, 0.000586530583175366,48.88059701492538, 2749, Jameer Nelson, 112.0, 3.7477866909017115, 2.7973391340719207, 0.0031759597466749466,1, 24, -15, 2, 0
229, 2749, Jameer Nelson, 99.0, 50.137790770715064, 93.36624, -24.91548, 1.6650011752859222, 0.0006283805895934218,57.407407407407405, 203110, Draymond Green, 100.0, 4.235901636369758, 1.882080914958007, 0.0046402163711886405,4, 10, -13, 2, 1
230, 2733, Shaun Livingston, 119.0, 51.44362243931604, 7.15633, -26.4119, 1.5356763003678602, 0.006291431720002092,71.15384615384616, 202702, Kenneth Faried, 107.0, 1.4351724667439811, 3.1248547284856283, 0.000961467560100452,3, 9, 15, 2, 1
237, 203110, Draymond Green, 115.0, 75.34137919847365, 19.01221, -49.09229, 1.3884500964860846, 0.005726504278353383,38.18181818181819, 201568, Danilo Gallinari, 111.0, 3.2722150949013113, 0.4814104670580265, 0.002325874203928355,1, 7, 16, 2, 1
245, 202691, Klay Thompson, 104.37388483373884, 69.62459396772091, 16.63604, -43.70378, 1.407979450742352, 0.0013155627292027671,44.44444444444444, 201568, Danilo Gallinari, 111.0, 1.9693017621735922, 0.41770863373877437, 0.0027281698458695245,1, 4, 16, 2, 0
247, 2749, Jameer Nelson, 99.0, 71.48190223883594, 60.31308, -40.62531, 1.1631812870108251, 0.010759684916957262,38.46153846153847, 203546, Ian Clark, 106.0, 25.090857920780632, 0.4346859260336098, 0.0056616884672171155,0, 24, -14, 2, 1
248, 202691, Klay Thompson, 104.37388483373884, 42.670527598999755, 30.41413, -9.53351, 0.9429694883689632, 0.012130380170337783,48.64864864864865, 203914, Gary Harris, 111.0, 2.589461021544831, 2.013503413948346, 0.005772254483972844,1, 8, 16, 2, 1
249, 2749, Jameer Nelson, 99.0, 61.90156869036681, 57.66491, -28.58851, 1.0465575014839563, 0.00542148828736174,30.0, 203546, Ian Clark, 106.0, 12.119443261552902, 1.8628541653842585, 0.009715301413877692,0, 24, -16, 2, 0
270, 202702, Kenneth Faried, 116.0, 52.30250451611759, 60.04368, -18.78619, 0.9920919054479411, 0.014879660389689728,61.53846153846154, 203110, Draymond Green, 100.0, 10.258388492219424, 0.9769983184703117, 0.009845549695801793,0, 24, 16, 2, 0
277, 203115, Will Barton, 105.0, 62.751998077228585, 75.69546, -36.40027, 1.3628608605897594, 0.004731774323654794,42.85714285714285, 2738, Andre Iguodala, 105.0, 3.6514783670453266, 0.5149390369550149, 0.009647762052673254,2, 24, -16, 2, 1
293, 203110, Draymond Green, 115.0, 60.19842793717458, 18.38584, -33.77004, 1.3525193073882205, 0.004524764220376569,59.85915492957746, 201568, Danilo Gallinari, 111.0, 7.02434076952421, 2.4293388432267142, 0.006186508471060168,1, 19, 16, 3, 1
294, 203115, Will Barton, 105.0, 40.4265573437326, 16.17806, -13.949449999999999, 1.2996404938761903, 0.012290441982491903,47.22222222222222, 101106, Andrew Bogut, 99.0, 7.05604433209571, 1.4787156845695875, 0.002300773402575717,2, 22, -16, 3, 0
296, 203546, Ian Clark, 102.0, 62.98182272680666, 43.95095, -24.76622, 0.911083036706816, 0.009597113661148255,25.0, 203115, Will Barton, 108.0, 10.718242258448909, 1.078849497128596, 0.006680182318807013,0, 24, 19, 3, 1
