,shot_clock,pass_successful,backcourt,dist,passer_basket_dist,ball_end_basket_dist,basket_angle,closest_def_dist_passer,closest_def_dist_ball_end,closest_def_trajectory,closest_def_angle_passer,closest_def_angle_ball_end,closest_def_trajectory_angle
200,,1,0,6.335668345084041,13.629801975483723,7.918086777612386,2.8769036000796637,2.440262419187741,1.9819561400797934,0.11964685547158868,2.154883310953934,3.081187862557517,3.081187862557517
201,,1,0,7.672094156877896,4.8036013718042785,3.5089663720246733,0.80055094366807,4.078619908216506,2.643047971906673,0.36259876449847606,2.3383915755917304,3.003968999973858,3.003968999973858
202,,1,1,76.97493883920922,87.99867488329583,13.118342426175648,2.6104569238489446,20.979180901724927,3.752093975382281,0.4629668114844621,2.704389643103518,2.725160428620623,3.115257413087357
203,,1,1,0.0,1.7442533059449827,1.7442533059449827,3.141592653589793,0.47387765615188,0.47387765615188,100000.0,,,
204,,1,1,0.11211650458340074,1.969207580855812,2.058118952660413,3.1076645163465337,0.1303081770266166,0.02088249985035436,0.01104454517734086,3.0567337296351464,0.5572921245570651,0.5572921245570651
205,,1,1,0.39631692999416473,2.372844301866432,2.225652311143859,2.981299968687297,0.833542850068308,0.6184585306227086,0.5866298512743938,2.3608898509475953,1.2485786174660165,1.2485786174660165
206,,1,1,1.4286500923949157,2.5853224101647347,2.350424009280029,2.5618388707375663,0.5908493815686037,1.602788028218329,0.5875268561337669,1.4646965460098744,2.766277742414674,2.766277742414674
207,,1,1,11.709322086683757,14.205476995627427,8.2779829111324,2.172944625425501,7.308371604044228,7.247543484747095,1.1918170150149527,2.5086035785826053,2.5024316491404055,0.3797515071755793
208,,1,1,8.805862101350439,7.94044146506981,6.7340957225896325,1.8634784646552731,4.184008160042234,9.570721738453166,1.6309273254457972,1.6176383907112135,2.689678932913475,0.4313583192051778
209,,1,1,14.217004265399938,10.27406708899645,14.45779720572951,1.9590299871682109,2.514105812908438,0.938744980971938,0.6616525028618887,1.0862764469270516,2.3594138717708972,2.3594138717708972
210,,1,1,12.009242819815912,14.223204201462481,5.783226914119834,2.1607616109083803,7.038761320189795,6.324678959955202,0.30609575746395085,2.71293418685621,2.6606898881078744,0.1561555602934657
211,20.33,0,0,24.067443976679368,2.561180698545106,25.566041930654812,2.237069551923813,2.5163659970679944,23.854033720159364,0.010282665655721727,3.1375063266069345,2.9138059961720817,3.141115524099543
212,22.88,1,0,17.15816175246346,3.5630471690675094,16.105390444273617,1.3750386098977336,11.342340259069113,9.116763342338112,1.2191306371556196,2.632855750405424,2.490596998608553,0.057567646015015884
213,22.72,1,0,14.387041731561775,17.856583018721693,22.947762048901417,2.4639647118796204,6.124572209362871,15.671624908553676,5.586484099874453,1.5645403744090625,2.7400933982343685,2.409873989635338
214,17.12,1,1,19.000183252168913,36.43049916485499,22.199353835148,2.695219518597243,6.299083901647921,5.737672691893466,0.10767462381009418,3.1244981252686412,2.8034456535241326,3.1331158878970338
215,14.4,0,0,94.9569160420077,85.55908519969636,25.566041930654812,1.3301064125069046,3.153278282042361,100.79641222961955,1.504259649530003,2.644301811766226,3.090265755805726,3.1252763669741705
216,18.18,1,1,10.161884814009653,27.25789718030538,19.61667067991151,2.8508715121781534,4.469599421122657,8.096014616741991,1.1655970552894372,2.2589891888065083,2.701062284957985,2.911545749854577
217,20.25,1,1,18.142825326461704,32.69062280214466,28.33201269576519,2.5545078737951203,7.321356250183434,6.259815580901728,0.48677044421077137,2.238257189559242,3.063752924202227,3.063752924202227
